"","VTD","D","G","L","R","W","winner","winningvotes","totalvotes","winningpercent","dpercent","gpercent","lpercent","rpercent","wpercent"
"1606","2127",796,13,51,626,22,"D",796,1486,0.54,0.54,0.01,0.03,0.42,0.01
"1607","2128",698,11,19,146,5,"D",698,874,0.8,0.8,0.01,0.02,0.17,0.01
"1608","2129",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"1609","2131",129,5,8,69,2,"D",129,211,0.61,0.61,0.02,0.04,0.33,0.01
"1610","2132",2,0,0,0,0,"D",2,2,1,1,0,0,0,0
"1611","2133",111,4,7,91,2,"D",111,213,0.52,0.52,0.02,0.03,0.43,0.01
"1612","2134",748,19,48,275,13,"D",748,1090,0.69,0.69,0.02,0.04,0.25,0.01
"1613","2135",218,6,8,84,4,"D",218,316,0.69,0.69,0.02,0.03,0.27,0.01
"1614","2136",255,6,9,97,1,"D",255,367,0.69,0.69,0.02,0.02,0.26,0
"1615","2137",589,16,23,346,6,"D",589,974,0.6,0.6,0.02,0.02,0.36,0.01
"1616","2138",461,16,19,224,9,"D",461,720,0.64,0.64,0.02,0.03,0.31,0.01
"1617","2139",588,16,36,494,20,"D",588,1134,0.52,0.52,0.01,0.03,0.44,0.02
"1618","2140",450,10,31,226,13,"D",450,717,0.63,0.63,0.01,0.04,0.32,0.02
"1619","2141",435,10,44,334,16,"D",435,823,0.53,0.53,0.01,0.05,0.41,0.02
"1620","2142",175,3,8,85,6,"D",175,271,0.65,0.65,0.01,0.03,0.31,0.02
"1621","2143",911,24,56,738,16,"D",911,1729,0.53,0.53,0.01,0.03,0.43,0.01
"1622","2144",670,15,24,380,12,"D",670,1089,0.62,0.62,0.01,0.02,0.35,0.01
"1623","2145",679,6,31,377,5,"D",679,1093,0.62,0.62,0.01,0.03,0.34,0
"1624","2146",20,0,2,7,0,"D",20,29,0.69,0.69,0,0.07,0.24,0
"1625","2147",412,14,48,544,14,"R",544,1018,0.53,0.4,0.01,0.05,0.53,0.01
"1626","2148",1905,43,111,861,18,"D",1905,2920,0.65,0.65,0.01,0.04,0.29,0.01
"1627","2149",579,23,37,273,13,"D",579,912,0.63,0.63,0.03,0.04,0.3,0.01
"1628","2150",5,0,0,0,1,"D",5,5,1,1,0,0,0,0.2
"1629","2151",931,16,21,493,4,"D",931,1461,0.64,0.64,0.01,0.01,0.34,0
"1630","2152",217,7,7,35,7,"D",217,266,0.82,0.82,0.03,0.03,0.13,0.03
"1631","2153",110,7,5,53,4,"D",110,175,0.63,0.63,0.04,0.03,0.3,0.02
"1632","2154",149,1,17,260,4,"R",260,427,0.61,0.35,0,0.04,0.61,0.01
"1633","2155",2,0,0,2,0,"D",2,4,0.5,0.5,0,0,0.5,0
"1634","2156",352,5,31,202,21,"D",352,590,0.6,0.6,0.01,0.05,0.34,0.04
"1635","2158",639,22,53,893,7,"R",893,1607,0.56,0.4,0.01,0.03,0.56,0
"1636","2159",75,1,6,42,0,"D",75,124,0.6,0.6,0.01,0.05,0.34,0
"1637","2160",56,0,1,17,0,"D",56,74,0.76,0.76,0,0.01,0.23,0
"1638","2161",1204,41,117,730,17,"D",1204,2092,0.58,0.58,0.02,0.06,0.35,0.01
"1639","2162",3,0,0,1,0,"D",3,4,0.75,0.75,0,0,0.25,0
"1640","2168",687,24,64,586,19,"D",687,1361,0.5,0.5,0.02,0.05,0.43,0.01
"1641","2169",405,4,22,172,2,"D",405,603,0.67,0.67,0.01,0.04,0.29,0
"1642","2171",693,23,98,1068,26,"R",1068,1882,0.57,0.37,0.01,0.05,0.57,0.01
"1643","2173",200,5,30,472,7,"R",472,707,0.67,0.28,0.01,0.04,0.67,0.01
"1644","2174",659,16,53,937,18,"R",937,1665,0.56,0.4,0.01,0.03,0.56,0.01
"1645","2180",656,9,10,159,1,"D",656,834,0.79,0.79,0.01,0.01,0.19,0
"1646","2181",697,21,78,994,20,"R",994,1790,0.56,0.39,0.01,0.04,0.56,0.01
"1647","2190",96,1,6,93,0,"D",96,196,0.49,0.49,0.01,0.03,0.47,0
"1648","2200",400,9,56,922,0,"R",922,1387,0.66,0.29,0.01,0.04,0.66,0
"1649","2201",386,5,54,878,0,"R",878,1323,0.66,0.29,0,0.04,0.66,0
"1650","2202",450,4,48,937,0,"R",937,1439,0.65,0.31,0,0.03,0.65,0
"1651","2203",402,3,49,685,0,"R",685,1139,0.6,0.35,0,0.04,0.6,0
"1652","2205",561,19,83,978,18,"R",978,1641,0.6,0.34,0.01,0.05,0.6,0.01
"1653","2210",212,3,22,142,3,"D",212,379,0.56,0.56,0.01,0.06,0.37,0.01
"1654","2217",926,23,75,604,6,"D",926,1628,0.57,0.57,0.01,0.05,0.37,0
"1655","2219",703,13,53,945,3,"R",945,1714,0.55,0.41,0.01,0.03,0.55,0
"1656","2220",1012,17,101,1983,17,"R",1983,3113,0.64,0.33,0.01,0.03,0.64,0.01
"1657","2221",2048,35,193,3274,25,"R",3274,5550,0.59,0.37,0.01,0.03,0.59,0
"1658","2222",617,2,94,1490,0,"R",1490,2203,0.68,0.28,0,0.04,0.68,0
"1659","2223",776,13,101,1583,11,"R",1583,2473,0.64,0.31,0.01,0.04,0.64,0
"1660","2224",1158,21,80,967,11,"D",1158,2226,0.52,0.52,0.01,0.04,0.43,0
"1661","2225",969,10,71,889,0,"D",969,1939,0.5,0.5,0.01,0.04,0.46,0
"1662","2226",1251,20,117,1589,5,"R",1589,2977,0.53,0.42,0.01,0.04,0.53,0
"1663","2228",583,17,64,1028,13,"R",1028,1692,0.61,0.34,0.01,0.04,0.61,0.01
"1664","2229",559,12,60,753,6,"R",753,1384,0.54,0.4,0.01,0.04,0.54,0
"1665","2235",901,12,43,520,5,"D",901,1476,0.61,0.61,0.01,0.03,0.35,0
"1666","2246",303,5,43,519,4,"R",519,870,0.6,0.35,0.01,0.05,0.6,0
"1667","2258",134,1,12,285,0,"R",285,432,0.66,0.31,0,0.03,0.66,0
"1668","2262",140,5,13,422,4,"R",422,580,0.73,0.24,0.01,0.02,0.73,0.01
"1669","2263",609,9,32,371,3,"D",609,1021,0.6,0.6,0.01,0.03,0.36,0
"1670","2266",652,23,74,1255,21,"R",1255,2004,0.63,0.33,0.01,0.04,0.63,0.01
"1671","2267",734,12,41,368,6,"D",734,1155,0.64,0.64,0.01,0.04,0.32,0.01
"1672","2268",388,4,23,279,4,"D",388,694,0.56,0.56,0.01,0.03,0.4,0.01
"1673","2269",136,6,11,106,5,"D",136,259,0.53,0.53,0.02,0.04,0.41,0.02
"1674","2274",1,0,0,2,0,"R",2,3,0.67,0.33,0,0,0.67,0
"1675","2275",294,1,15,208,5,"D",294,518,0.57,0.57,0,0.03,0.4,0.01
"1676","2280",450,10,46,591,9,"R",591,1097,0.54,0.41,0.01,0.04,0.54,0.01
"1677","2281",343,7,40,472,5,"R",472,862,0.55,0.4,0.01,0.05,0.55,0.01
"1678","2299",673,8,20,269,3,"D",673,970,0.69,0.69,0.01,0.02,0.28,0
"1679","2300",429,9,33,284,0,"D",429,755,0.57,0.57,0.01,0.04,0.38,0
"1680","2301",655,11,68,969,0,"R",969,1703,0.57,0.38,0.01,0.04,0.57,0
"1681","2302",1357,23,58,395,2,"D",1357,1833,0.74,0.74,0.01,0.03,0.22,0
"1682","2303",1273,26,121,1593,9,"R",1593,3013,0.53,0.42,0.01,0.04,0.53,0
"1683","2304",538,5,55,965,7,"R",965,1563,0.62,0.34,0,0.04,0.62,0
"1684","2305",1621,27,155,1759,13,"R",1759,3562,0.49,0.46,0.01,0.04,0.49,0
"1685","2306",806,11,93,1293,12,"R",1293,2203,0.59,0.37,0,0.04,0.59,0.01
"1686","2307",1318,24,117,1805,35,"R",1805,3264,0.55,0.4,0.01,0.04,0.55,0.01
"1687","2308",648,17,51,978,13,"R",978,1694,0.58,0.38,0.01,0.03,0.58,0.01
"1688","2309",696,13,45,425,2,"D",696,1179,0.59,0.59,0.01,0.04,0.36,0
"1689","2310",1113,18,102,1426,7,"R",1426,2659,0.54,0.42,0.01,0.04,0.54,0
"1690","2311",164,2,4,78,0,"D",164,248,0.66,0.66,0.01,0.02,0.31,0
"1691","2312",23,1,1,10,0,"D",23,35,0.66,0.66,0.03,0.03,0.29,0
"1692","2313",514,9,50,998,10,"R",998,1571,0.64,0.33,0.01,0.03,0.64,0.01
"1693","2314",743,16,98,1427,23,"R",1427,2284,0.62,0.33,0.01,0.04,0.62,0.01
"1694","2315",677,19,39,343,4,"D",677,1078,0.63,0.63,0.02,0.04,0.32,0
"1695","2316",575,12,56,504,9,"D",575,1147,0.5,0.5,0.01,0.05,0.44,0.01
"1696","2317",331,5,41,526,12,"R",526,903,0.58,0.37,0.01,0.05,0.58,0.01
"1697","2318",375,5,53,742,7,"R",742,1175,0.63,0.32,0,0.05,0.63,0.01
"1698","2319",536,13,60,1027,7,"R",1027,1636,0.63,0.33,0.01,0.04,0.63,0
"1699","2320",709,10,35,293,6,"D",709,1047,0.68,0.68,0.01,0.03,0.28,0.01
"1700","2323",46,5,8,246,0,"R",246,305,0.81,0.15,0.02,0.03,0.81,0
"1701","2341",157,0,9,59,0,"D",157,225,0.7,0.7,0,0.04,0.26,0
"1702","2349",669,9,21,376,6,"D",669,1075,0.62,0.62,0.01,0.02,0.35,0.01
"1703","2353",436,6,33,267,2,"D",436,742,0.59,0.59,0.01,0.04,0.36,0
"1704","2354",799,17,41,492,6,"D",799,1349,0.59,0.59,0.01,0.03,0.36,0
"1705","2355",344,11,32,609,18,"R",609,996,0.61,0.35,0.01,0.03,0.61,0.02
"1706","2356",882,12,76,1005,12,"R",1005,1975,0.51,0.45,0.01,0.04,0.51,0.01
"1707","2357",664,6,55,1251,9,"R",1251,1976,0.63,0.34,0,0.03,0.63,0
"1708","2358",534,14,67,986,19,"R",986,1601,0.62,0.33,0.01,0.04,0.62,0.01
"1709","2360",595,10,72,1569,10,"R",1569,2246,0.7,0.26,0,0.03,0.7,0
"1710","2379",1423,19,40,586,8,"D",1423,2068,0.69,0.69,0.01,0.02,0.28,0
"1711","2381",245,3,6,74,0,"D",245,328,0.75,0.75,0.01,0.02,0.23,0
"1712","2383",797,24,72,485,1,"D",797,1378,0.58,0.58,0.02,0.05,0.35,0
"1713","2393",124,4,5,82,0,"D",124,215,0.58,0.58,0.02,0.02,0.38,0
"1714","2400",32,0,4,61,0,"R",61,97,0.63,0.33,0,0.04,0.63,0
"1715","2401",1132,18,116,1207,2,"R",1207,2473,0.49,0.46,0.01,0.05,0.49,0
"1716","2402",1057,24,86,848,0,"D",1057,2015,0.52,0.52,0.01,0.04,0.42,0
"1717","2403",19,0,0,4,0,"D",19,23,0.83,0.83,0,0,0.17,0
"1718","2404",642,16,48,466,0,"D",642,1172,0.55,0.55,0.01,0.04,0.4,0
"1719","2405",2731,38,150,1935,9,"D",2731,4854,0.56,0.56,0.01,0.03,0.4,0
"1720","2406",1076,19,85,827,0,"D",1076,2007,0.54,0.54,0.01,0.04,0.41,0
"1721","2407",1207,14,70,966,0,"D",1207,2257,0.53,0.53,0.01,0.03,0.43,0
"1722","2408",488,6,24,316,0,"D",488,834,0.59,0.59,0.01,0.03,0.38,0
"1723","2409",771,16,38,380,0,"D",771,1205,0.64,0.64,0.01,0.03,0.32,0
"1724","2410",570,14,36,382,0,"D",570,1002,0.57,0.57,0.01,0.04,0.38,0
"1725","2411",435,11,16,111,0,"D",435,573,0.76,0.76,0.02,0.03,0.19,0
"1726","2413",290,2,2,77,6,"D",290,371,0.78,0.78,0.01,0.01,0.21,0.02
"1727","2425",901,19,49,897,11,"D",901,1866,0.48,0.48,0.01,0.03,0.48,0.01
"1728","2426",478,8,62,1000,15,"R",1000,1548,0.65,0.31,0.01,0.04,0.65,0.01
"1729","2428",169,1,7,72,0,"D",169,249,0.68,0.68,0,0.03,0.29,0
"1730","2435",632,12,44,742,5,"R",742,1430,0.52,0.44,0.01,0.03,0.52,0
"1731","2438",992,13,29,460,10,"D",992,1494,0.66,0.66,0.01,0.02,0.31,0.01
"1732","2442",376,10,20,390,1,"R",390,796,0.49,0.47,0.01,0.03,0.49,0
"1733","2448",1138,16,59,544,13,"D",1138,1757,0.65,0.65,0.01,0.03,0.31,0.01
"1734","2449",805,12,34,395,1,"D",805,1246,0.65,0.65,0.01,0.03,0.32,0
"1735","2450",931,7,31,432,7,"D",931,1401,0.66,0.66,0,0.02,0.31,0
"1736","2451",70,1,0,19,2,"D",70,90,0.78,0.78,0.01,0,0.21,0.02
"1737","2453",723,6,41,412,5,"D",723,1182,0.61,0.61,0.01,0.03,0.35,0
"1738","2461",847,13,25,232,1,"D",847,1117,0.76,0.76,0.01,0.02,0.21,0
"1739","2462",636,10,34,343,0,"D",636,1023,0.62,0.62,0.01,0.03,0.34,0
"1740","2464",117,5,10,171,1,"R",171,303,0.56,0.39,0.02,0.03,0.56,0
"1741","2466",437,5,21,224,4,"D",437,687,0.64,0.64,0.01,0.03,0.33,0.01
"1742","2467",891,12,55,518,3,"D",891,1476,0.6,0.6,0.01,0.04,0.35,0
"1743","2468",627,8,59,888,7,"R",888,1582,0.56,0.4,0.01,0.04,0.56,0
"1744","2474",47,1,3,181,0,"R",181,232,0.78,0.2,0,0.01,0.78,0
"1745","2484",1504,25,34,596,5,"D",1504,2159,0.7,0.7,0.01,0.02,0.28,0
"1746","2488",909,16,26,437,2,"D",909,1388,0.65,0.65,0.01,0.02,0.31,0
"1747","2500",777,13,80,692,0,"D",777,1562,0.5,0.5,0.01,0.05,0.44,0
"1748","2501",375,10,61,552,0,"R",552,998,0.55,0.38,0.01,0.06,0.55,0
"1749","2502",464,11,61,824,0,"R",824,1360,0.61,0.34,0.01,0.04,0.61,0
"1750","2503",715,12,121,1084,0,"R",1084,1932,0.56,0.37,0.01,0.06,0.56,0
"1751","2504",362,14,37,470,0,"R",470,883,0.53,0.41,0.02,0.04,0.53,0
"1752","2505",1203,23,132,1505,8,"R",1505,2863,0.53,0.42,0.01,0.05,0.53,0
"1753","2506",1748,34,181,2546,26,"R",2546,4509,0.56,0.39,0.01,0.04,0.56,0.01
"1754","2507",638,8,86,775,0,"R",775,1507,0.51,0.42,0.01,0.06,0.51,0
"1755","2508",902,24,87,661,0,"D",902,1674,0.54,0.54,0.01,0.05,0.39,0
"1756","2509",849,15,108,1059,0,"R",1059,2031,0.52,0.42,0.01,0.05,0.52,0
"1757","2510",545,16,48,506,0,"D",545,1115,0.49,0.49,0.01,0.04,0.45,0
"1758","2511",592,28,62,639,0,"R",639,1321,0.48,0.45,0.02,0.05,0.48,0
"1759","2512",428,4,44,456,0,"R",456,932,0.49,0.46,0,0.05,0.49,0
"1760","2513",947,18,54,710,0,"D",947,1729,0.55,0.55,0.01,0.03,0.41,0
"1761","2514",823,20,59,870,0,"R",870,1772,0.49,0.46,0.01,0.03,0.49,0
"1762","2519",420,6,20,239,2,"D",420,685,0.61,0.61,0.01,0.03,0.35,0
"1763","2520",544,9,42,702,11,"R",702,1297,0.54,0.42,0.01,0.03,0.54,0.01
"1764","2521",311,6,37,470,3,"R",470,824,0.57,0.38,0.01,0.04,0.57,0
"1765","2522",895,19,85,1466,18,"R",1466,2465,0.59,0.36,0.01,0.03,0.59,0.01
"1766","2523",625,8,25,297,5,"D",625,955,0.65,0.65,0.01,0.03,0.31,0.01
"1767","2524",345,3,50,1312,12,"R",1312,1710,0.77,0.2,0,0.03,0.77,0.01
"1768","2525",1254,17,75,478,4,"D",1254,1824,0.69,0.69,0.01,0.04,0.26,0
"1769","2535",367,7,51,826,7,"R",826,1251,0.66,0.29,0.01,0.04,0.66,0.01
"1770","2536",602,12,43,561,7,"D",602,1218,0.49,0.49,0.01,0.04,0.46,0.01
"1771","2537",557,12,19,228,1,"D",557,816,0.68,0.68,0.01,0.02,0.28,0
"1772","2541",877,21,32,435,7,"D",877,1365,0.64,0.64,0.02,0.02,0.32,0.01
"1773","2546",9,0,1,5,0,"D",9,15,0.6,0.6,0,0.07,0.33,0
"1774","2548",289,7,35,784,4,"R",784,1115,0.7,0.26,0.01,0.03,0.7,0
"1775","2553",493,11,32,303,2,"D",493,839,0.59,0.59,0.01,0.04,0.36,0
"1776","2556",481,13,48,731,12,"R",731,1273,0.57,0.38,0.01,0.04,0.57,0.01
"1777","2557",474,9,22,220,6,"D",474,725,0.65,0.65,0.01,0.03,0.3,0.01
"1778","2569",34,0,1,3,0,"D",34,38,0.89,0.89,0,0.03,0.08,0
"1779","2581",808,11,41,560,6,"D",808,1420,0.57,0.57,0.01,0.03,0.39,0
"1780","2601",776,17,80,374,0,"D",776,1247,0.62,0.62,0.01,0.06,0.3,0
"1781","2602",1219,14,58,587,0,"D",1219,1878,0.65,0.65,0.01,0.03,0.31,0
"1782","2603",1253,14,73,604,0,"D",1253,1944,0.64,0.64,0.01,0.04,0.31,0
"1783","2604",1089,32,66,554,0,"D",1089,1741,0.63,0.63,0.02,0.04,0.32,0
"1784","2605",1043,3,33,363,0,"D",1043,1442,0.72,0.72,0,0.02,0.25,0
"1785","2606",9,2,2,1,0,"D",9,14,0.64,0.64,0.14,0.14,0.07,0
"1786","2613",264,6,10,87,2,"D",264,367,0.72,0.72,0.02,0.03,0.24,0.01
"1787","2614",89,1,1,84,0,"D",89,175,0.51,0.51,0.01,0.01,0.48,0
"1788","2616",23,2,0,13,0,"D",23,38,0.61,0.61,0.05,0,0.34,0
"1789","2618",18,0,0,5,0,"D",18,23,0.78,0.78,0,0,0.22,0
"1790","2635",1561,20,60,736,4,"D",1561,2377,0.66,0.66,0.01,0.03,0.31,0
"1791","2636",584,8,51,994,17,"R",994,1637,0.61,0.36,0,0.03,0.61,0.01
"1792","2643",2287,27,96,2010,25,"D",2287,4420,0.52,0.52,0.01,0.02,0.45,0.01
"1793","2644",2136,18,96,1259,19,"D",2136,3509,0.61,0.61,0.01,0.03,0.36,0.01
"1794","2645",432,10,52,929,12,"R",929,1423,0.65,0.3,0.01,0.04,0.65,0.01
"1795","2655",360,6,24,238,3,"D",360,628,0.57,0.57,0.01,0.04,0.38,0
"1796","2656",32,1,1,8,0,"D",32,42,0.76,0.76,0.02,0.02,0.19,0
"1797","2657",5,0,0,4,0,"D",5,9,0.56,0.56,0,0,0.44,0
"1798","2658",165,4,7,71,0,"D",165,247,0.67,0.67,0.02,0.03,0.29,0
"1799","2659",3,0,0,3,0,"D",3,6,0.5,0.5,0,0,0.5,0
"1800","2660",55,2,4,79,0,"R",79,140,0.56,0.39,0.01,0.03,0.56,0
"1801","2670",48,0,2,31,0,"D",48,81,0.59,0.59,0,0.02,0.38,0
"1802","2700",1013,21,73,853,0,"D",1013,1960,0.52,0.52,0.01,0.04,0.44,0
"1803","2701",1091,9,108,1215,0,"R",1215,2423,0.5,0.45,0,0.04,0.5,0
"1804","2702",1104,3,105,2080,0,"R",2080,3292,0.63,0.34,0,0.03,0.63,0
"1805","2703",366,4,28,254,0,"D",366,652,0.56,0.56,0.01,0.04,0.39,0
"1806","2704",1126,17,69,661,0,"D",1126,1873,0.6,0.6,0.01,0.04,0.35,0
"1807","2705",679,17,48,424,0,"D",679,1168,0.58,0.58,0.01,0.04,0.36,0
"1808","2706",812,13,56,880,0,"R",880,1761,0.5,0.46,0.01,0.03,0.5,0
"1809","2707",966,21,69,843,0,"D",966,1899,0.51,0.51,0.01,0.04,0.44,0
"1810","2708",1248,14,101,1431,0,"R",1431,2794,0.51,0.45,0.01,0.04,0.51,0
"1811","2709",324,7,19,497,0,"R",497,847,0.59,0.38,0.01,0.02,0.59,0
"1812","2710",713,17,53,691,0,"D",713,1474,0.48,0.48,0.01,0.04,0.47,0
"1813","2711",786,14,53,639,0,"D",786,1492,0.53,0.53,0.01,0.04,0.43,0
"1814","2712",1217,24,69,905,0,"D",1217,2215,0.55,0.55,0.01,0.03,0.41,0
"1815","2713",380,4,40,831,0,"R",831,1255,0.66,0.3,0,0.03,0.66,0
"1816","2714",1392,16,68,1109,0,"D",1392,2585,0.54,0.54,0.01,0.03,0.43,0
"1817","2715",885,18,65,766,0,"D",885,1734,0.51,0.51,0.01,0.04,0.44,0
"1818","2716",543,13,23,346,0,"D",543,925,0.59,0.59,0.01,0.02,0.37,0
"1819","2717",0,0,0,4,0,"R",4,4,1,0,0,0,1,0
"1820","2800",1,0,0,0,0,"D",1,1,1,1,0,0,0,0
"1821","2801",851,15,120,1372,0,"R",1372,2358,0.58,0.36,0.01,0.05,0.58,0
"1822","2802",1102,13,103,1647,0,"R",1647,2865,0.57,0.38,0,0.04,0.57,0
"1823","2803",286,6,59,627,0,"R",627,978,0.64,0.29,0.01,0.06,0.64,0
"1824","2804",655,11,68,986,0,"R",986,1720,0.57,0.38,0.01,0.04,0.57,0
"1825","2805",1175,25,127,1461,0,"R",1461,2788,0.52,0.42,0.01,0.05,0.52,0
"1826","2806",706,12,90,950,0,"R",950,1758,0.54,0.4,0.01,0.05,0.54,0
"1827","2807A",745,4,65,829,0,"R",829,1643,0.5,0.45,0,0.04,0.5,0
"1828","2808",789,25,63,1134,0,"R",1134,2011,0.56,0.39,0.01,0.03,0.56,0
"1829","2809",947,19,87,868,0,"D",947,1921,0.49,0.49,0.01,0.05,0.45,0
"1830","2810A",5,1,0,7,0,"R",7,13,0.54,0.38,0.08,0,0.54,0
"1831","2900",898,14,91,1088,0,"R",1088,2091,0.52,0.43,0.01,0.04,0.52,0
"1832","2901",499,15,34,231,0,"D",499,779,0.64,0.64,0.02,0.04,0.3,0
"1833","2902",787,15,67,436,0,"D",787,1305,0.6,0.6,0.01,0.05,0.33,0
"1834","2903",736,17,100,552,0,"D",736,1405,0.52,0.52,0.01,0.07,0.39,0
"1835","2904",2,0,0,2,0,"D",2,4,0.5,0.5,0,0,0.5,0
"1836","2905",128,0,10,253,0,"R",253,391,0.65,0.33,0,0.03,0.65,0
"1837","2910",9,1,1,12,0,"R",12,23,0.52,0.39,0.04,0.04,0.52,0
"1838","2911",76,6,3,73,0,"D",76,158,0.48,0.48,0.04,0.02,0.46,0
"1839","2920",936,11,66,1059,0,"R",1059,2072,0.51,0.45,0.01,0.03,0.51,0
"1840","2921",1078,14,73,1497,0,"R",1497,2662,0.56,0.4,0.01,0.03,0.56,0
"1841","2922",1457,21,129,1867,0,"R",1867,3474,0.54,0.42,0.01,0.04,0.54,0
"1842","2923",925,17,90,1200,0,"R",1200,2232,0.54,0.41,0.01,0.04,0.54,0
"1843","2924",545,6,47,610,0,"R",610,1208,0.5,0.45,0,0.04,0.5,0
"1844","2925",727,14,49,1429,0,"R",1429,2219,0.64,0.33,0.01,0.02,0.64,0
"1845","2926",520,10,56,676,0,"R",676,1262,0.54,0.41,0.01,0.04,0.54,0
"1846","2927",1437,24,112,1714,0,"R",1714,3287,0.52,0.44,0.01,0.03,0.52,0
"1847","2928",539,10,56,1409,0,"R",1409,2014,0.7,0.27,0,0.03,0.7,0
"1848","2929",334,9,27,487,0,"R",487,857,0.57,0.39,0.01,0.03,0.57,0
"1849","2940",292,6,37,758,0,"R",758,1093,0.69,0.27,0.01,0.03,0.69,0
"1850","2941",1025,31,124,1615,0,"R",1615,2795,0.58,0.37,0.01,0.04,0.58,0
"1851","2942",937,24,116,1828,0,"R",1828,2905,0.63,0.32,0.01,0.04,0.63,0
"1852","2A1A",350,2,12,179,1,"D",350,543,0.64,0.64,0,0.02,0.33,0
"1853","2B2A",343,4,12,203,1,"D",343,562,0.61,0.61,0.01,0.02,0.36,0
"1854","2C3A",284,4,23,490,6,"R",490,801,0.61,0.35,0,0.03,0.61,0.01
"1855","2GBN",339,4,30,1413,7,"R",1413,1786,0.79,0.19,0,0.02,0.79,0
"1856","2GBS",190,4,17,958,0,"R",958,1169,0.82,0.16,0,0.01,0.82,0
"1857","2PSN",317,6,19,1381,2,"R",1381,1723,0.8,0.18,0,0.01,0.8,0
"1858","2PSS",117,1,16,672,4,"R",672,806,0.83,0.15,0,0.02,0.83,0
"1859","3-11",69,1,13,331,0,"R",331,414,0.8,0.17,0,0.03,0.8,0
"1860","3-19",14,1,3,248,0,"R",248,266,0.93,0.05,0,0.01,0.93,0
"1861","3000",1846,35,281,2559,19,"R",2559,4721,0.54,0.39,0.01,0.06,0.54,0
"1862","3001",1530,34,134,2394,58,"R",2394,4092,0.59,0.37,0.01,0.03,0.59,0.01
"1863","3002",2217,47,149,2757,59,"R",2757,5170,0.53,0.43,0.01,0.03,0.53,0.01
"1864","3003",1951,20,89,1900,18,"D",1951,3960,0.49,0.49,0.01,0.02,0.48,0
"1865","3004",3077,71,249,3886,51,"R",3886,7283,0.53,0.42,0.01,0.03,0.53,0.01
"1866","3005",2102,34,234,4819,69,"R",4819,7189,0.67,0.29,0,0.03,0.67,0.01
"1867","3006",3525,45,398,5582,75,"R",5582,9550,0.58,0.37,0,0.04,0.58,0.01
"1868","3007",2280,31,204,2484,68,"R",2484,4999,0.5,0.46,0.01,0.04,0.5,0.01
"1869","3008",701,21,86,1230,24,"R",1230,2038,0.6,0.34,0.01,0.04,0.6,0.01
"1870","3008A",2251,39,148,870,0,"D",2251,3308,0.68,0.68,0.01,0.04,0.26,0
"1871","3009",2204,49,205,2950,33,"R",2950,5408,0.55,0.41,0.01,0.04,0.55,0.01
"1872","3010",1490,41,127,1538,40,"R",1538,3196,0.48,0.47,0.01,0.04,0.48,0.01
"1873","3011",2177,54,185,1661,40,"D",2177,4077,0.53,0.53,0.01,0.05,0.41,0.01
"1874","3012",889,19,95,1483,25,"R",1483,2486,0.6,0.36,0.01,0.04,0.6,0.01
"1875","3013",1745,43,153,2159,42,"R",2159,4100,0.53,0.43,0.01,0.04,0.53,0.01
"1876","3014",3042,56,318,5207,78,"R",5207,8623,0.6,0.35,0.01,0.04,0.6,0.01
"1877","3015",1788,44,123,1583,30,"D",1788,3538,0.51,0.51,0.01,0.03,0.45,0.01
"1878","3016",1361,36,112,1456,38,"R",1456,2965,0.49,0.46,0.01,0.04,0.49,0.01
"1879","3016A",611,21,30,139,0,"D",611,801,0.76,0.76,0.03,0.04,0.17,0
"1880","3017",1695,35,128,1284,33,"D",1695,3142,0.54,0.54,0.01,0.04,0.41,0.01
"1881","3018",1664,26,71,1018,30,"D",1664,2779,0.6,0.6,0.01,0.03,0.37,0.01
"1882","3019",2125,24,117,1777,39,"D",2125,4043,0.53,0.53,0.01,0.03,0.44,0.01
"1883","3020",1198,16,104,937,42,"D",1198,2255,0.53,0.53,0.01,0.05,0.42,0.02
"1884","3021",1974,28,175,2577,54,"R",2577,4754,0.54,0.42,0.01,0.04,0.54,0.01
"1885","3022",1300,14,44,664,26,"D",1300,2022,0.64,0.64,0.01,0.02,0.33,0.01
"1886","3023",1344,33,63,585,25,"D",1344,2025,0.66,0.66,0.02,0.03,0.29,0.01
"1887","3023A",112,1,14,136,5,"R",136,263,0.52,0.43,0,0.05,0.52,0.02
"1888","3024",1395,13,81,1359,31,"D",1395,2848,0.49,0.49,0,0.03,0.48,0.01
"1889","3025",1415,14,181,2130,53,"R",2130,3740,0.57,0.38,0,0.05,0.57,0.01
"1890","3026",1394,24,141,1527,42,"R",1527,3086,0.49,0.45,0.01,0.05,0.49,0.01
"1891","3027",2069,40,226,2388,62,"R",2388,4723,0.51,0.44,0.01,0.05,0.51,0.01
"1892","3028",1871,33,182,2281,33,"R",2281,4367,0.52,0.43,0.01,0.04,0.52,0.01
"1893","3029",1285,36,110,1355,38,"R",1355,2786,0.49,0.46,0.01,0.04,0.49,0.01
"1894","3030",1835,42,202,4329,112,"R",4329,6408,0.68,0.29,0.01,0.03,0.68,0.02
"1895","3031",893,19,91,1529,22,"R",1529,2532,0.6,0.35,0.01,0.04,0.6,0.01
"1896","3032",3072,59,198,1834,42,"D",3072,5163,0.6,0.6,0.01,0.04,0.36,0.01
"1897","3033",607,8,50,949,26,"R",949,1614,0.59,0.38,0,0.03,0.59,0.02
